name,v_nom,x,y,wkt_srid_4326,frequency,ref,operator,osm_name,voltage,typ
182,220.0,14.4762521007,53.1967495481,SRID=4326;POINT(14.4762521006827 53.1967495480613),,KRA,PSE Operator,"Stacja elektroenergetyczna ""Krajnik"" 400/220 kV",400000;220000,substation
183,380.0,9.90884752815,53.4880466404,SRID=4326;POINT(9.90884752815356 53.4880466403676),50,,50Hertz Transmission;Stromnetz Hamburg GmbH,Umspannwerk Hamburg/Süd,380000;110000,substation
184,380.0,6.61738109143,51.4757909636,SRID=4326;POINT(6.61738109142906 51.4757909635544),50,,Amprion,Station Utfort,380000;220000;110000,substation
185,220.0,6.65673519501,51.3795236344,SRID=4326;POINT(6.65673519501182 51.379523634379),50,,,Uerdingen,220000;110000,substation
186,380.0,6.71114527446,51.5261875491,SRID=4326;POINT(6.7111452744645 51.5261875490663),50,,Amprion,Walsum Block 10,380000,substation
187,380.0,6.68934277039,51.5764228882,SRID=4326;POINT(6.68934277038931 51.5764228881728),,,Amprion,Station Zensenbusch,380000,substation
188,220.0,6.72365237186,51.3758458109,SRID=4326;POINT(6.72365237186396 51.375845810902),,,,Kraftwerk Huckingen,,generator
189,380.0,8.61664767275,48.0659537907,SRID=4326;POINT(8.61664767275337 48.0659537906797),50,TRSNG,,Umspannwerk Trossingen,380000;110000,substation
190,380.0,8.87294280488,48.3100912582,SRID=4326;POINT(8.87294280487974 48.3100912582216),50,ENGST,EnBW,EnBW Umspannwerk Engstlatt,380000,substation
191,380.0,6.71525259692,51.5267908666,SRID=4326;POINT(6.71525259691926 51.5267908666491),50,,Amprion,Station Walsum,220000;110000,substation
192,220.0,12.1857651812,53.810859799,SRID=4326;POINT(12.1857651811846 53.8108597989599),,,EON_edis,Güstrow,220000;110000,substation
193,220.0,6.7225698095,51.4797876727,SRID=4326;POINT(6.72256980950278 51.4797876727124),50,,,Station Beeck,380000;220000;110000,substation
194,380.0,6.6830656826,51.5771047777,SRID=4326;POINT(6.68306568260248 51.577104777735),,,evonik,Kraftwerk Voerde,,generator
195,380.0,6.68310697664,51.5756455059,SRID=4326;POINT(6.68310697663871 51.5756455059265),,,,Station Möllen,220000,substation
196,220.0,6.74541676675,51.498641948,SRID=4326;POINT(6.74541676675317 51.4986419480434),,,,,220000,substation
197,220.0,6.61427855504,51.6186788033,SRID=4326;POINT(6.61427855504049 51.6186788033284),50,,,Spellen,220000;110000,substation
198,380.0,7.97065689371,51.6768446668,SRID=4326;POINT(7.9706568937083 51.6768446667846),50,,,,380000,substation
199,220.0,7.44506930371,51.6185000869,SRID=4326;POINT(7.44506930371379 51.6185000869374),,,Amprion,Station Elmenhorst,220000;110000,substation
200,220.0,6.73212495036,51.4594437366,SRID=4326;POINT(6.73212495035583 51.4594437365975),50,,Amprion,Station Ruhrort,220000;110000,substation
201,380.0,9.25103425144,53.1144323051,SRID=4326;POINT(9.25103425143703 53.1144323051271),50,,EON_Netz,Sottrum,380000;220000;110000,substation
202,380.0,7.32089257542,52.4714572265,SRID=4326;POINT(7.32089257541703 52.4714572265383),,KKE,KKW Lippe-Ems,Kernkraftwerk Emsland,,plant
203,380.0,6.75917485282,52.2488578799,SRID=4326;POINT(6.75917485282445 52.2488578798871),,,TenneT,380kV Hengelo,380000,substation
204,220.0,7.70632726934,51.2785831552,SRID=4326;POINT(7.70632726933662 51.278583155205),,,markE,Elverlingsen,220000;110000,substation
205,220.0,7.45034204531,51.4136082128,SRID=4326;POINT(7.45034204531003 51.413608212821),,,RWE Power AG,Koepchenwerk,,plant
206,380.0,6.63448162267,51.0359799381,SRID=4326;POINT(6.63448162267058 51.0359799381303),,,,RWE Kraftwerk Neurath BoA Bl. F/G,,plant
207,220.0,7.60711612154,51.8986046029,SRID=4326;POINT(7.60711612154456 51.8986046029193),50,,Amprion,Amelsbüren,220000,substation
208,380.0,7.40354443406,51.644449488,SRID=4326;POINT(7.4035444340631 51.644449487967),50,,RWE,Station Lippe,380000,substation
209,380.0,8.93969252741,52.4030332405,SRID=4326;POINT(8.93969252741257 52.4030332405173),50,3018,TenneT TSO GmbH,Schaltanlage Ovenstädt,380000,substation
210,380.0,9.40952032742,52.0343166659,SRID=4326;POINT(9.40952032742215 52.034316665873),,KWG,Gemeinschaftskernkraftwerk Grohnde GmbH & Co. oHG,Kernkraftwerk Grohnde,,plant
211,380.0,7.23579344537,49.3693923629,SRID=4326;POINT(7.23579344536789 49.3693923629482),50,,Amprion,Mittelbexbach,380000,substation
212,380.0,6.81368431456,49.7248340737,SRID=4326;POINT(6.81368431456473 49.7248340737293),50,,Amprion; Westnetz,Station Osburg,380000;110000,substation
213,220.0,8.58869049603,49.815514058,SRID=4326;POINT(8.58869049603326 49.8155140579794),50,,RWE,Umspannanlage Pfungstadt,220000;110000,substation
214,220.0,8.54716092521,49.4405396661,SRID=4326;POINT(8.5471609252134 49.4405396661002),50,,Net,Station Rheinau,220000;110000,substation
215,220.0,8.40826973551,49.5285689246,SRID=4326;POINT(8.40826973550855 49.5285689245626),50,,,BASF,220000,substation
216,380.0,9.19078743692,48.9144168738,SRID=4326;POINT(9.1907874369222 48.914416873799),50,,Amprion,Umspannstation Hoheneck Amprion,380000;220000;110000,substation
217,380.0,12.1320699705,54.1424598756,SRID=4326;POINT(12.1320699705054 54.14245987564),50,,,Kraftwerk Rostock,,generator
218,220.0,12.2135605441,54.1119998545,SRID=4326;POINT(12.2135605440795 54.1119998545154),,,E.ON edis AG,Bentwisch,220000;110000,substation
219,380.0,8.57125882787,52.1053649602,SRID=4326;POINT(8.5712588278729 52.1053649602273),50,,TenneT,Eickum,380000;110000,substation
220,380.0,8.6593729029,51.9996101319,SRID=4326;POINT(8.65937290290079 51.9996101318907),50,,TenneT,Umspannwerk Bechterdissen,380000;220000;110000,substation
221,380.0,7.31136229106,53.1257665563,SRID=4326;POINT(7.31136229105814 53.1257665563186),50;0,DIEL,TenneT;EON_Netz,Diele,380000;150000;110000,substation
222,380.0,6.94948397154,53.1235378223,SRID=4326;POINT(6.94948397153705 53.1235378223082),,,TenneT,380kV Meeden,380000;220000,substation
223,220.0,8.27327814618,49.0293980916,SRID=4326;POINT(8.27327814618118 49.0293980916396),50,,Pfalzwerke AG,Umspannwerk Maximiliansau,220000;110000,substation
224,220.0,8.35233388,49.4212743387,SRID=4326;POINT(8.3523338799966 49.4212743386606),50,,Pfalzwerke,Netzleitstelle Mutterstadt,220000;110000,substation
225,220.0,7.72920197914,49.4826474298,SRID=4326;POINT(7.72920197913641 49.4826474297682),50,,Amprion,Otterbach,220000;110000,substation
226,220.0,9.79733602695,52.0008392513,SRID=4326;POINT(9.79733602695253 52.0008392513306),50,,TenneT;EON_Netz,Godenau,220000;110000,substation
227,380.0,10.0821573265,48.2660901579,SRID=4326;POINT(10.0821573264928 48.2660901578788),50,,Ampirion,Vöhringen Amprion,380000,substation
228,220.0,8.62716125806,49.543595267,SRID=4326;POINT(8.62716125806072 49.5435952670263),50,,,Umspannwerk Weinheim,220000;110000,substation
229,220.0,8.50180851653,49.4449115114,SRID=4326;POINT(8.50180851652818 49.4449115114399),,,,Mannheim,220000;110000,substation
230,380.0,10.3917760569,48.5184609118,SRID=4326;POINT(10.391776056934 48.5184609117668),,,Amprion,Umspannwerk Gundelfingen,380000,substation
231,380.0,7.95805402329,47.5954722641,SRID=4326;POINT(7.95805402328778 47.5954722640613),50,,Schluchseewerk AG,Lastverteilung/Schaltanlage Kühmoos,380000;220000,substation
232,380.0,10.0837512707,48.2688675153,SRID=4326;POINT(10.0837512706734 48.268867515302),50,Station Nr. 625,LEW,Vöhringen LEW,380000;220000;110000,substation
233,380.0,9.88551509757,48.3040743585,SRID=4326;POINT(9.88551509756969 48.3040743584705),50,,EnBW,Umspannwerk Dellmensingen,380000;220000;110000,substation
234,220.0,9.01340238046,47.8453486311,SRID=4326;POINT(9.01340238045655 47.8453486310857),50,,,Umspannwerk Stockach,220000;110000,substation
235,220.0,8.25192548128,47.6397698265,SRID=4326;POINT(8.25192548128222 47.6397698264894),50,,EnBW,Umspannwerk Gurtweil,220000;110000,substation
236,380.0,9.19675652645,48.912963438,SRID=4326;POINT(9.19675652645089 48.9129634380259),50,,EnBW,Umspannwerk Hoheneck EnBW,220000;110000,substation
237,220.0,6.13981113771,49.6686086456,SRID=4326;POINT(6.13981113770544 49.6686086456422),,,,Heisdorf,220000;65000,substation
238,220.0,6.62053556843,49.7489386711,SRID=4326;POINT(6.62053556843084 49.7489386710632),50,,Amprion,Station Trier,220000,substation
239,220.0,6.70228540768,49.8289944201,SRID=4326;POINT(6.70228540768092 49.8289944201161),50,,Amprion; Westnetz,Station Quint,220000;110000,substation
240,220.0,8.5315149394,50.0478743321,SRID=4326;POINT(8.53151493939883 50.047874332134),50,,Süwag,Station Kelsterbach,220000,substation
241,380.0,8.47137163304,50.0972077428,SRID=4326;POINT(8.4713716330449 50.0972077427754),50,,Amprion,Umspannwerk Kriftel,380000;110000,substation
242,380.0,8.0657379664,50.4060681119,SRID=4326;POINT(8.06573796639762 50.4060681118621),,,"Amprion, Süwag",Station Limburg,380000;110000,substation
245,380.0,8.98953614978,50.0602550608,SRID=4326;POINT(8.98953614977701 50.0602550608281),50,,Amprion,Karlstein,380000;110000,substation
246,380.0,8.95870856177,50.0826078105,SRID=4326;POINT(8.95870856177306 50.0826078105489),50,,TenneT,Umspannwerk Großkrotzenburg,380000;220000,substation
247,380.0,10.3633842323,47.7383368093,SRID=4326;POINT(10.363384232266 47.7383368092793),50,,Amprion,Schaltanlage Leupolz,380000;220000,substation
248,380.0,7.46150025902,51.6146143079,SRID=4326;POINT(7.46150025901999 51.6146143079042),,,Trianel,Trianel Kraftwerk Lünen,,generator
249,380.0,7.71823231963,51.6743422007,SRID=4326;POINT(7.71823231962748 51.6743422007117),,,,Gersteinwerk Block K,,generator
250,380.0,7.7155434195,51.6736430745,SRID=4326;POINT(7.71554341949648 51.6736430744508),,,,Gersteinwerk Block F,,generator
251,380.0,7.7145945335,51.6730996381,SRID=4326;POINT(7.71459453349968 51.6730996381138),,,,Gersteinwerk Block G,,generator
252,380.0,7.71270093431,51.6726636622,SRID=4326;POINT(7.71270093431027 51.672663662233),,,,Gersteinwerk Block I,,generator
253,380.0,7.98122159643,51.6735262619,SRID=4326;POINT(7.98122159643085 51.6735262619046),50,,Amprion,Station Lippborg,380000;110000,substation
254,220.0,7.79256714933,49.8105487811,SRID=4326;POINT(7.79256714933307 49.8105487811028),50,,,Niederhausen,220000;110000,substation
255,220.0,6.92013045453,49.9705818905,SRID=4326;POINT(6.92013045452502 49.9705818904706),,,Amprion; Westnetz,Station Wengerohr,220000;110000,substation
256,220.0,6.75552340557,49.3648695915,SRID=4326;POINT(6.75552340556687 49.3648695914696),50,,VSE,Dieffeln,220000,substation
257,380.0,8.41467459584,49.7091468139,SRID=4326;POINT(8.41467459584413 49.7091468139245),,,RWE,Kernkraftwerk Biblis,,plant
258,220.0,9.88280429847,51.5155074977,SRID=4326;POINT(9.88280429847019 51.5155074976724),50,,TenneT;AVACON,Umspannwerk Rosdorf,220000;110000,substation
259,220.0,9.85139357253,51.64913524,SRID=4326;POINT(9.85139357253472 51.6491352399809),50,,TenneT;EON_Netz,Hardegsen,220000;110000,substation
260,380.0,8.78579302529,48.5837674015,SRID=4326;POINT(8.78579302528601 48.5837674015328),50,OBJTT,EnBW,EnBW Umspannwerk Oberjettingen,380000;110000,substation
261,380.0,9.04543496799,48.9029620138,SRID=4326;POINT(9.0454349679866 48.9029620137561),50,,EnBW Transportnetze AG,380kV-Umspannwerk Pulverdingen,380000;220000;110000,substation
262,380.0,9.8013171669,47.6525043241,SRID=4326;POINT(9.8013171668981 47.6525043240978),50,,,Umspannwerk Obermooweiler,380000,substation
263,380.0,9.81091689215,47.1426452967,SRID=4326;POINT(9.81091689214732 47.142645296653),,,Vorarlberger Illwerke AG,Umspannwerk Bürs,380000;220000,substation
264,380.0,9.42551238607,48.0643507981,SRID=4326;POINT(9.42551238607291 48.0643507981263),,,EnBW,Umspannwerk Herbertingen,380000;220000;110000,substation
265,220.0,8.1049595741,52.264261374,SRID=4326;POINT(8.10495957410199 52.2642613740358),50,,Amprion,Station Lüstringen,220000;110000,substation
266,220.0,12.1301906295,47.913165482,SRID=4326;POINT(12.1301906295374 47.9131654820025),,,"Tennet TSO GmbH, E.ON Netz GmbH",Umspannwerk Marienberg,220000,substation
267,380.0,6.8018236571,51.1247880606,SRID=4326;POINT(6.8018236570969 51.1247880606241),50,,RWE,Station Sankt Peter 220 kV,220000;110000,substation
268,220.0,7.98506745762,50.8422254447,SRID=4326;POINT(7.98506745761923 50.8422254447013),50,,Amprion,Station Eiserfeld,220000;110000,substation
269,380.0,8.28486177867,50.7590735195,SRID=4326;POINT(8.284861778672 50.7590735194915),50,,e.on;Mitte AG,Dillenburg,380000;110000,substation
270,220.0,7.22423842685,53.3499271469,SRID=4326;POINT(7.22423842685352 53.3499271468647),50,EMDB,TenneT;EON_Netz,Emden-Borßum,220000;110000,substation
271,220.0,7.20605284001,53.3413192542,SRID=4326;POINT(7.20605284001418 53.3413192541639),,EMDE,,Umspannwerk Kraftwerk Emden,220000;110000,substation
272,380.0,9.31819523639,54.716049409,SRID=4326;POINT(9.31819523638713 54.7160494089748),50,FLEN,TenneT,Flensburg,380000;220000;110000;20000,substation
273,220.0,9.27063390877,55.0370264816,SRID=4326;POINT(9.27063390877085 55.0370264816237),,KAS,Energinet.dk,400 kV Kassø,400000;220000;150000,substation
274,220.0,9.43342930362,55.018722918,SRID=4326;POINT(9.43342930362242 55.0187229179606),,,,150 kV Enstedværket,220000;150000;60000,substation
275,220.0,7.43348911422,50.4365195361,SRID=4326;POINT(7.43348911422107 50.4365195361077),,,,,220000,substation
276,380.0,7.59330184857,50.3859437917,SRID=4326;POINT(7.59330184856855 50.3859437917469),,,RWE,Station Koblenz,380000;110000,substation
277,220.0,8.12215702006,53.5658323292,SRID=4326;POINT(8.12215702005755 53.5658323292485),50,,,Atlantic,220000,substation
278,220.0,11.5615074728,52.1238924527,SRID=4326;POINT(11.5615074728142 52.1238924527264),50,,50Hertz Transmission,Magdeburg (50Hertz),220000;110000,substation
279,380.0,12.8139099117,50.8579185114,SRID=4326;POINT(12.8139099116529 50.8579185114397),50,ROE,50Hertz,Umspannwerk Röhrsdorf,380000;220000;110000,substation
280,380.0,13.3823233829,51.355996158,SRID=4326;POINT(13.3823233828996 51.3559961579888),50,STR,50Hertz,Umspannwerk Streumen,380000;110000,substation
281,380.0,12.0449825162,50.7812567341,SRID=4326;POINT(12.0449825161601 50.7812567340735),,,50Hertz,Umspannwerk Weida,380000;220000;110000,substation
282,380.0,12.5182220968,51.1570725851,SRID=4326;POINT(12.5182220968156 51.1570725850832),50,,50Hertz Transmission,Eula,380000;220000;110000,substation
283,380.0,8.48009523461,50.5909204314,SRID=4326;POINT(8.48009523461158 50.5909204313802),,,E.ON Mitte AG,Umspannwerk Aßlar,380000;110000,substation
284,380.0,8.65659923594,50.6055491256,SRID=4326;POINT(8.65659923594081 50.6055491256016),50,,,Umspannwerk Gießen Nord,380000;110000,substation
285,220.0,8.08162670615,52.8586374845,SRID=4326;POINT(8.08162670615254 52.858637484526),50,,TenneT,Cloppenburg 220 kV,220000,substation
286,220.0,9.56710201162,51.3252573277,SRID=4326;POINT(9.56710201161841 51.3252573276817),50,,TenneT,Sandershausen,220000;110000,substation
287,220.0,7.74679248426,52.2885115081,SRID=4326;POINT(7.74679248425685 52.2885115081219),,,,Kraftwerkschaltanlage Ibbenbüren,220000,substation
288,220.0,7.91072928613,48.5012882982,SRID=4326;POINT(7.91072928612534 48.5012882982432),50,,EnBW,Umspannwerk Weier,220000;110000,substation
289,220.0,7.72570634781,52.2771949017,SRID=4326;POINT(7.7257063478071 52.2771949017405),50,,Amprion,Station Ibbenbüren,220000;110000,substation
290,380.0,14.2192282929,51.1207079922,SRID=4326;POINT(14.2192282929357 51.120707992198),,,50Hertz;ENSO,Umspannwerk Schmölln,380000;110000,substation
291,380.0,14.5700865499,51.4190136844,SRID=4326;POINT(14.5700865498873 51.4190136844256),,,Vattenfall Europe,Kraftwerk Boxberg,,generator
292,380.0,11.6441811001,51.9085128734,SRID=4326;POINT(11.6441811001256 51.908512873438),50,MD 38,50Hertz,Umspannwerk Förderstedt,220000;110000,substation
293,220.0,11.4746908223,50.6040154814,SRID=4326;POINT(11.4746908222742 50.6040154814218),50,,,Pumpspeicherkraftwerk Hohenwarte II,220000,plant
294,380.0,10.9910146333,50.5735269902,SRID=4326;POINT(10.9910146333086 50.573526990181),50,,50Hertz,Umspannwerk Altenfeld,380000;110000,substation
295,220.0,10.5054991208,52.3018379056,SRID=4326;POINT(10.5054991208047 52.3018379056382),,,EON_Netz,Umspannwerk Braunschweig Nord,220000,substation
296,380.0,9.11362795987,52.5457924749,SRID=4326;POINT(9.11362795987411 52.5457924749284),,,Statkraft Germany,Kraftwerk Robert Frank,,plant
297,220.0,10.3692300486,52.1670924339,SRID=4326;POINT(10.3692300485918 52.1670924338554),50,,TenneT;EON_Netz,Salzgitter-Hallendorf,220000;110000,substation
298,220.0,10.4195406346,52.236960662,SRID=4326;POINT(10.4195406346214 52.2369606619834),,,TenneT,Gleidingen 220 kV,220000,substation
299,220.0,10.0876468,52.3151305548,SRID=4326;POINT(10.0876467999739 52.3151305547947),,,,Mehrum (220 kV),220000;110000,substation
300,220.0,8.40314143641,52.6096440114,SRID=4326;POINT(8.40314143640892 52.609644011383),50,,Amprion,Station Sankt Hülfe,220000;110000,substation
301,380.0,10.2358631058,52.29345954,SRID=4326;POINT(10.2358631058452 52.2934595399896),50,U4,,Klein Ilsede,380000;110000,substation
302,380.0,9.51424009148,51.2590355806,SRID=4326;POINT(9.5142400914841 51.2590355805955),,,TenneT,Umspannwerk Bergshausen,380000;110000,substation
303,380.0,9.38765125749,51.6407335256,SRID=4326;POINT(9.38765125748855 51.640733525594),,,,Umspannanlage Würgassen,380000;220000;110000,substation
304,380.0,9.77415043834,50.5287496465,SRID=4326;POINT(9.77415043834156 50.5287496465011),50,,Tennet,UW Dipperz,380000;110000,substation
305,380.0,9.17745967557,49.0378098505,SRID=4326;POINT(9.17745967557079 49.037809850476),50;16.7,,DB_Energie,Umrichterwerk Neckarwestheim,380000;110000,substation
306,380.0,9.17731110344,49.0393782004,SRID=4326;POINT(9.17731110343941 49.039378200434),,,,Gemeinschaftskraftwerk Neckarwestheim 2,380000,substation
307,380.0,9.15135394991,49.1433834119,SRID=4326;POINT(9.15135394990856 49.1433834119236),,,,380-kV-Umspannwerk Großgartach,380000;220000;110000,substation
308,380.0,10.1878339996,49.9812190408,SRID=4326;POINT(10.1878339995516 49.981219040845),,GR,,Grafenrheinfeld,380000,substation
309,380.0,9.44691867105,49.5902629324,SRID=4326;POINT(9.44691867105201 49.5902629324336),50,,EnBW,Umspannwerk Höpfingen,380000;110000,substation
310,380.0,9.20736443094,49.176637954,SRID=4326;POINT(9.20736443093694 49.1766379540065),,,,Heizkraftwerk Heilbronn,,generator
311,380.0,9.69465635518,49.2325925412,SRID=4326;POINT(9.69465635518013 49.2325925411591),50,,EnBW,Umspannwerk Kupferzell,380000;110000,substation
312,380.0,10.1174866947,48.8971053361,SRID=4326;POINT(10.1174866946797 48.8971053361382),50,,EnBW,Umspannwerk Goldshöfe,380000;220000;110000,substation
313,380.0,12.3374229103,51.1969683571,SRID=4326;POINT(12.3374229103144 51.1969683571228),,,50 Hertz Transmission;Stadtwerke Leipzig,Pulgar,380000;110000,substation
314,380.0,10.8675658805,48.5394690937,SRID=4326;POINT(10.8675658805484 48.5394690937344),,,Net,Station Meitingen,380000,substation
315,380.0,10.8408695619,48.2380310092,SRID=4326;POINT(10.8408695619217 48.2380310092335),50,173A,Lech-Elektrizitätswerke,Umspannwerk Oberottmarshausen,380000;220000;110000,substation
316,380.0,10.9367289314,48.4013064415,SRID=4326;POINT(10.9367289314287 48.4013064414835),50,613 U;1000,Lechwerke;Stadtwerke Augsburg,Umspannwerk Lechhausen; Übernahmestation Lechhausen,380000;110000,substation
317,380.0,10.873935757,47.2444239286,SRID=4326;POINT(10.8739357569814 47.2444239286028),50,,Austrian Power Grid AG,APG Umspannwerk Westtirol,380000;220000;110000,substation
318,380.0,10.8637616199,48.5468231051,SRID=4326;POINT(10.8637616199498 48.5468231051405),,122 U,Elektrizitätswerke Augsburg,Umspannwerk Meitingen,380000;110000,substation
319,380.0,9.70423149899,48.4650637321,SRID=4326;POINT(9.70423149899321 48.465063732143),50,,EnBW,EnBW Umspannwerk Laichingen,380000;110000,substation
320,380.0,9.40063139462,48.6669424397,SRID=4326;POINT(9.40063139462492 48.6669424396984),,,,EnBW Umspannwerk Wendlingen,380000;220000;110000,substation
321,220.0,7.57243731328,48.0188749889,SRID=4326;POINT(7.5724373132812 48.0188749889275),,,,Poste électrique de Vogelgrun,400000,substation
322,380.0,7.75186249821,48.0964057189,SRID=4326;POINT(7.75186249820802 48.0964057188536),50,,EnBW,220-kV-Umspannwerk Eichstetten,220000;110000,substation
323,220.0,12.4772465233,50.7531200813,SRID=4326;POINT(12.4772465232803 50.7531200813148),50,,,Crossen,220000;110000,substation
324,380.0,14.9464972856,51.062586216,SRID=4326;POINT(14.9464972856333 51.0625862159619),50,HGW,50Hertz,Umspannwerk Hagenwerder,380000;110000,substation
325,380.0,15.1149907449,51.0905795559,SRID=4326;POINT(15.1149907448572 51.0905795559394),,MIK,PSE Operator,"Stacja elektroenergetyczna ""Mikułowa"" 400/220/110 kV",400000;220000;110000,substation
326,380.0,13.8412680841,50.9901759359,SRID=4326;POINT(13.8412680841242 50.9901759359427),50,,Vattenfall;ENSO Strom AG;DREWAG,Umspannwerk DD-Süd,380000;110000,substation
327,380.0,13.2555550237,50.9301782416,SRID=4326;POINT(13.255555023675 50.9301782416399),50,,50Hertz Transmission,Freiberg/Nord (380 kV),380000,substation
328,220.0,13.0818771202,48.2565212405,SRID=4326;POINT(13.0818771201792 48.2565212405017),,,Austrian Power Grid AG,Umspannwerk St. Peter,,substation
329,220.0,13.0027821071,48.2619682658,SRID=4326;POINT(13.0027821071279 48.261968265807),,,"Tennet, E.on Netz",Umspannwerk Simbach,220000,substation
330,220.0,12.2208353621,48.5857329877,SRID=4326;POINT(12.2208353620671 48.5857329876532),50,AHM,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Altheim,220000;110000,substation
331,220.0,12.7474442277,48.1487558435,SRID=4326;POINT(12.7474442277007 48.1487558434787),50,PI,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Pirach,220000;110000,substation
332,380.0,13.1034346393,48.6667929606,SRID=4326;POINT(13.1034346393158 48.6667929606034),50,PT,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Pleinting,380000;220000;110000,substation
333,380.0,9.19698235872,54.8510986052,SRID=4326;POINT(9.19698235871826 54.8510986052119),50,,TenneT,Umspannwerk Jardelund,380000;110000;20000,substation
334,380.0,11.1937277954,50.1622144406,SRID=4326;POINT(11.193727795361 50.1622144406172),,RED,,Umspannwerk Redwitz,380000;110000,substation
335,380.0,10.8360157548,49.9280673897,SRID=4326;POINT(10.8360157547717 49.9280673897058),,OD,TenneT TSO GmbH,Umspannwerk Oberhaid,380000,substation
336,380.0,11.8107025454,50.1837655261,SRID=4326;POINT(11.8107025453557 50.1837655260691),50,MH,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Mechlenreuth,380000;220000;110000,substation
337,380.0,12.2968837896,48.6069099226,SRID=4326;POINT(12.2968837896062 48.6069099225677),,IS,,Isar,380000,substation
338,380.0,12.0822544457,49.2974477669,SRID=4326;POINT(12.0822544456506 49.2974477669261),50,SD,"TenneT TSO GmbH, E.ON Netz GmbH",Schwandorf,380000;220000;110000,substation
339,220.0,8.95368121281,49.5674431691,SRID=4326;POINT(8.95368121281126 49.5674431691125),50,,,Beerfelden,220000;110000,substation
340,220.0,12.4696440086,51.3716629493,SRID=4326;POINT(12.4696440085589 51.3716629493371),50,,50Hertz;enviaM,Umspannwerk Taucha,220000;110000,substation
341,220.0,12.2488239058,51.1978824278,SRID=4326;POINT(12.2488239057592 51.1978824277899),50,,50Hertz Transmission;enviaM,Großdalzig,220000;110000,substation
342,220.0,10.7346694298,51.440186758,SRID=4326;POINT(10.7346694298176 51.4401867580454),50,WK,50Hertz,Wolkramshausen (220 kV),220000,substation
343,380.0,11.0049169149,50.5074149691,SRID=4326;POINT(11.0049169149012 50.5074149690608),50,,,Pumpspeicherwerk Goldisthal,380000,substation
344,220.0,13.0025898988,50.8659127197,SRID=4326;POINT(13.0025898987886 50.8659127196838),50,Nws,eins-Energie,Niederwiesa,220000;110000,substation
345,220.0,12.2428369226,50.5674531671,SRID=4326;POINT(12.2428369226029 50.5674531670625),50,Her,50Hertz;enviaM,Umspannwerk Herlasgrün,220000;110000,substation
346,380.0,13.2490283672,52.5316238928,SRID=4326;POINT(13.249028367237 52.5316238928337),50,,50Hertz,Umspannwerk Reuter,380000;110000,substation
347,380.0,13.3155158514,52.5219993683,SRID=4326;POINT(13.3155158513838 52.5219993683183),50,,50Hertz,Umspannwerk Charlottenburg,380000;110000,substation
348,380.0,13.3686584616,52.5031422116,SRID=4326;POINT(13.3686584616208 52.5031422115792),,,50Hertz;Stromnetz Berlin,Berlin/Mitte,380000;110000,substation
349,220.0,11.7924138446,48.8382240227,SRID=4326;POINT(11.7924138446413 48.8382240226632),,SIT,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Sittling,220000;110000,substation
350,220.0,11.3269526752,49.3934731176,SRID=4326;POINT(11.3269526751765 49.393473117636),50,LU,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Ludersheim,220000;110000,substation
351,380.0,11.5077305511,48.7611239877,SRID=4326;POINT(11.5077305510922 48.7611239877457),50,IN,,Ingolstadt,380000;220000;110000,substation
352,220.0,11.8076056361,48.4554267991,SRID=4326;POINT(11.8076056361242 48.4554267991033),,ZOL,,Zolling - Irsching,220000;110000,substation
353,380.0,11.5813705216,48.7648940509,SRID=4326;POINT(11.5813705216127 48.7648940508515),50,IRS,,Irsching,380000;220000;110000,substation
354,380.0,11.6393121108,48.1787834095,SRID=4326;POINT(11.6393121107521 48.1787834095237),50,,,Föhring,380000;110000,substation
355,220.0,6.17791451185,49.9530650802,SRID=4326;POINT(6.17791451185192 49.9530650802033),,,SEO,Vianden,220000,substation
356,220.0,6.21102031527,49.9586257532,SRID=4326;POINT(6.21102031526762 49.9586257531557),50,,Amprion,SA Bauler,220000,substation
357,220.0,6.11451700703,49.9053646588,SRID=4326;POINT(6.11451700702834 49.9053646588261),,,,Flebour,220000;65000,substation
358,220.0,6.08346044961,49.7764406189,SRID=4326;POINT(6.08346044961418 49.7764406189112),,,,Roost,220000;65000,substation
359,380.0,6.2769417852,49.1977400674,SRID=4326;POINT(6.27694178519793 49.1977400673896),,,RTE,Poste électrique de Vigy,400000;225000,substation
360,380.0,6.77320783778,49.2910742104,SRID=4326;POINT(6.77320783777607 49.2910742103854),50,,,Umspannanlage Ensdorf,380000;220000;110000,substation
361,220.0,6.70365235664,49.1385111923,SRID=4326;POINT(6.70365235663769 49.1385111923078),,,RTE,Poste électrique de Saint-Avold,400000;225000;90000,substation
362,380.0,8.04936352422,47.5508818535,SRID=4326;POINT(8.04936352422006 47.550881853478),50,,,Laufenburg,380000;220000,substation
363,220.0,7.50006173414,51.5351740925,SRID=4326;POINT(7.50006173413631 51.535174092458),50,,,Ratsbusch,220000,substation
364,220.0,6.97593254033,51.0376007285,SRID=4326;POINT(6.97593254033334 51.0376007284972),,,,Station Dhünnaue,220000;110000,substation
